,centroid_max,centroid_min,centroid_mean,centroid_std,centroid_kurtosis,centroid_skew,bandwidth_max,bandwidth_min,bandwidth_mean,bandwidth_std,bandwidth_kurtosis,bandwidth_skew,contrast_max,contrast_min,contrast_mean,contrast_std,contrast_kurtosis,contrast_skew,flatness_max,flatness_min,flatness_mean,flatness_std,flatness_kurtosis,flatness_skew,roloff_max,roloff_min,roloff_mean,roloff_std,roloff_kurtosis,roloff_skew,zcr_max,zcr_min,zcr_mean,zcr_std,zcr_kurtosis,zcr_skew,rmse_max,rmse_min,rmse_mean,rmse_std,rmse_kurtosis,rmse_skew,flux_max,flux_mean,flux_std,flux_kurtosis,flux_skew,tempo,genre
0,4709.894987472859,356.7356446956628,1493.9254357661255,419.35203752342926,11.337517836363963,1.898859253938905,2657.716270552206,866.9156910612787,1698.9430165681247,306.900629996694,0.005636735868835618,0.1898252318031489,67.98005563611429,4.558865224169454,22.197516533033788,8.725291822932219,0.13404291299031312,0.9396257557595572,0.04007189,2.6945729e-05,0.0026492944,0.0036822546,33.57299203623269,4.830816416551822,6675.29296875,387.59765625,2894.4755111658933,961.8026366058024,0.9017229395170143,0.734855144779307,0.4501953125,0.0068359375,0.07628667585073473,0.035153125266852464,34.952626289239944,3.99155398334643,0.35665315,0.02014361,0.17327482,0.059552513,-0.5036737396069517,0.20536944039399482,14.719387,1.6375182,1.9501014,8.139957092402327,2.491953072166049,161.4990234375,blues
1,2690.278329372737,349.8298788995172,978.650012890329,518.8261699554442,0.5804556287862281,1.189728108475252,2437.886569448945,817.8309139720214,1429.2574249256104,280.9144015434425,-0.31273270273466647,0.1901180299949095,45.09531161382034,5.868072148907484,22.154408106731996,6.462880139721199,-0.13491051902739892,0.5513889160537617,0.010302315,1.9606154e-05,0.00038814073,0.0005795866,77.4361651526147,6.469083864413967,5555.56640625,236.865234375,1693.8453904437356,1160.1017205770509,-1.0122751780133319,0.6168248191850798,0.2783203125,0.00390625,0.04789159174400619,0.05024513365805373,3.1936101875250085,1.8722654691422758,0.33768705,0.017087933,0.09939824,0.059810407,0.9432891987562684,1.0845276145348495,9.679326,1.4757552,1.6453936,4.568687473399015,2.075349985661648,99.38401442307692,blues
2,5388.047029700609,581.665394670405,1738.557213886541,1008.4530139940092,1.22971759573569,1.3539300311383202,2889.957850734138,840.3996387827148,1673.1007868727584,483.4961734791343,-1.0628427600073107,0.2429099252941049,55.906395005952405,6.173006506343045,22.54583103280072,8.176805971659192,1.76521194333736,1.2885383646969795,0.075446196,4.5322056e-05,0.0029204334,0.0063219103,44.623862784318995,5.737503185893251,7816.552734375,753.662109375,3300.175713275812,1847.230494872983,-1.0331684048829568,0.5428471229614429,0.5029296875,0.0126953125,0.09403473632057231,0.08211387919454215,7.00062920200382,2.511734727040403,0.4622038,0.0025045124,0.10193473,0.06558367,5.626941518240944,1.949439355808419,15.215706,1.5184354,2.251928,9.586905008444951,2.935509759749311,112.34714673913044,blues
3,2696.44637358445,391.1466221489726,1101.7220277112897,377.8964657935047,1.5736990404833362,1.1553715634564514,2640.528345586991,936.8533050891282,1658.4292587889156,316.640999096245,-0.3227811432925787,0.5043270982476562,45.48308827409513,3.4360621587437024,21.62806215006197,6.522301446526508,-0.6350909606413926,0.38514238816848073,0.0039216587,7.4842305e-06,0.0005026283,0.00045896252,12.352082370705975,2.8852579796949653,5361.767578125,172.265625,2136.4168313152554,1008.5855190229155,-0.6438742374051101,0.16028837419200395,0.22265625,0.001953125,0.04503289950696056,0.040978440719116355,4.729814501381251,2.1172340043521265,0.38486722,0.009694721,0.06562785,0.053909738,2.631248350910006,1.5817469974725815,10.899677,1.3887721,1.4332021,10.756031783608822,2.9297732542948727,151.99908088235293,blues
4,3440.4409610986877,499.79726252700954,1358.1729763944536,443.5769228563581,4.263935963217428,1.7001563499143606,2770.997291524506,1055.318510470339,1704.2694137406863,294.1015240372017,0.16026287942273543,0.6772052913215317,45.58802653246307,7.095273284765116,21.367670901059086,6.688324229360396,-0.25860725526773853,0.672181007222269,0.012265252,2.7807817e-05,0.0011427405,0.0012191783,17.148905532894805,3.3478329097037993,6158.49609375,430.6640625,2776.2843722810326,896.119795192856,0.5307791599959146,0.03384996116994122,0.2685546875,0.0078125,0.06368501667633411,0.04569977430685474,3.9005730644526855,1.852065535326252,0.42672095,0.008048491,0.07891357,0.055694304,3.8100905179317675,1.6048969985412023,9.138925,1.4584273,1.409999,5.004982846504202,2.132663464536856,99.38401442307692,blues
5,3040.1732923333966,639.9064713755686,1448.2027299604515,443.566442309273,-0.02933105269807168,0.6110648329985748,2897.2717354008173,1109.440205054478,1996.957372450926,398.72272603979167,-0.8607136688282093,0.36290595907338785,46.3466350356059,5.807162583825038,21.723589550557097,7.418824232031153,-0.5338907654143008,0.6304228924306166,0.02059008,2.2237748e-05,0.0015979783,0.0018053905,15.967187728982559,3.0122160156130744,6718.359375,495.263671875,3244.0195176551624,1426.5618333637153,-0.7166456275663466,0.25096188749050985,0.27734375,0.0048828125,0.05613459493426141,0.04318430906055232,6.1052976051142025,2.4150165908039787,0.41499767,0.012472981,0.0784075,0.05622547,5.769772230114809,1.8811837123620698,8.342714,1.2212447,1.2156339,7.520830840617053,2.545129331124678,83.35433467741936,blues
6,3464.4948796038343,389.04080230134497,1305.8795653253164,444.8748468835405,0.5685135767846825,0.7226479009498561,2849.9901987917565,642.9643575118847,1428.692386481952,399.30651096914903,-0.720389809491778,0.31415106912655494,54.12668124840516,3.604269607454193,21.094673943145814,8.234673354529791,0.4170554666688351,0.8869443995815183,0.030783134,1.7377282e-05,0.0010807221,0.0019418843,51.184032202457,5.3173751432882135,6826.025390625,495.263671875,2507.9270365066704,1191.4655697769474,-0.27058898188840574,0.6734532615035672,0.1572265625,0.009765625,0.06295089544663574,0.022745356573382187,0.688791842271951,0.28772439102191844,0.5229296,0.0028405671,0.14051124,0.09933734,2.2198902637433173,1.1869105361767247,25.721796,1.8894887,3.2408607,13.960391746518237,3.3102657610328103,161.4990234375,blues
7,3022.8062092199743,646.8919229709761,1346.5249510508143,335.879864963398,3.0168523427795852,1.1149503259142215,2782.4107740332747,1159.5223066200622,1889.777943481638,319.53359769601957,-0.5769510125715831,0.3382148607353623,48.557308054592085,5.1762622575252655,20.078770330332667,7.187177328795059,0.0894354732728071,0.9699062077027258,0.022402437,6.5448476e-05,0.0018002677,0.0017003827,25.99393053198332,3.6265040655059453,6438.427734375,602.9296875,2873.5251867024363,1068.4904278137033,0.30364875316776585,0.4978594036477867,0.2080078125,0.0126953125,0.05259238447409126,0.027063193917817977,5.442845563254416,2.0448898460603186,0.36937755,0.011802994,0.07346707,0.052891497,4.367240060354018,1.9282583786645855,10.567721,1.3944633,1.398884,5.884830588567986,2.1627004678897293,135.99917763157896,blues
8,3670.0681397104495,476.0855398611627,1296.4195431327535,500.8881104180833,0.45421246374219004,0.683843225182806,2592.187032877585,900.2183147596922,1530.8713406962615,232.3825280099266,0.9118801706660098,0.41436125012589003,44.95187270904249,3.2613357702302075,22.135715777506615,6.739981741063468,-0.15976858363088642,0.5627442211755881,0.018544048,2.8723147e-05,0.00079048297,0.001155445,68.42668927997863,6.283614171359687,6524.560546875,322.998046875,2600.1217870867167,1033.2711755641058,-0.248196086033027,-0.37657472336464115,0.2646484375,0.0166015625,0.0690874540796597,0.050607599211111,0.9489636259059626,1.218099281014332,0.3359133,0.0144944135,0.11650835,0.06820149,-0.14056729231177245,0.778041987113091,14.593171,1.5182059,1.9141699,9.75213427545517,2.8557420853544895,92.28515625,blues
9,4728.6548106793325,287.2712386598108,1240.640287448131,715.3014910003358,2.2376226873882725,1.3746377067861297,2806.697172829764,781.3243010442615,1664.4002777966432,488.2036977556723,-0.7887248375042288,0.40968246448494394,61.36911302722236,5.8485652054765485,20.806443641033542,7.3372680959330285,0.30005265790574764,0.903152727166162,0.08961926,7.69126e-06,0.003311248,0.008771034,35.232941393889135,5.351064259416586,6912.158203125,129.19921875,2582.6853882685614,1726.514883375334,-0.5107841184986901,0.7207169959436931,0.4462890625,0.0048828125,0.043912080674787315,0.04745891892134611,21.343503088085114,3.80698592982388,0.28867078,0.0028368693,0.064582795,0.051487833,0.3272996739655145,0.9111474772640031,13.903318,1.4491196,1.8809016,8.561052536398973,2.658405028351471,161.4990234375,blues
